benchmark_name,benchmark_category,dataset,score,ci,time_taken,noise_dataset,reference_dataset
Allosaurus,2,Torgo Test,91.2229972181224,1.0,0.007811307907104492,noise_uniform_distribution.tar.gz,Torgo Reference
